ED ID NormlizedTimeoffset
ED 464 -2.093544
ED 465 -0.288238
ED 466 1.972795
ED 467 -0.154268
ED 468 2.196323
ED 469 -1.012570
ED 470 2.203337
ED 471 -1.494481
ED 472 -0.145237
ED 473 0.805208
ED 474 2.114029
ED 475 -2.632147
ED 476 -0.003637
ED 477 -0.709470
ED 478 1.744853
ED 479 -0.101567
ED 480 -1.846790
ED 481 0.401682
ED 482 0.140230
ED 483 -3.321485
ED 484 -0.868129
ED 485 1.581219
ED 486 0.715381
ED 487 -1.704073
ED 488 0.803895
ED 489 0.068357
ED 490 0.167084
ED 491 -0.928845
ED 492 0.267387
ED 493 0.223949
ED 494 -1.408957
ED 495 -1.705972
ED 496 -1.766162
ED 497 -0.041445
ED 498 -2.591364
ED 499 -0.609239
ED 500 -0.871135
ED 501 1.377012
ED 502 -1.306348
ED 503 -0.398960
ED 504 1.701998
ED 505 2.039049
ED 506 -1.172652
ED 507 0.681518
ED 508 -0.506423
ED 509 1.708229
ED 510 1.277794
ED 511 -0.609498
ED 512 -0.183902
ED 513 -0.244023
ED 514 0.067852
ED 515 -1.475921
ED 516 3.883627
ED 517 -2.551686
ED 518 -1.293591
ED 519 -1.560207
ED 520 2.695793
ED 521 0.536441
ED 522 0.581360
ED 523 0.500861
ED 524 -0.437870
ED 525 2.210254
ED 526 -1.010902
ED 527 1.515701
ED 528 -1.075237
ED 529 -2.463797
ED 530 -1.487290
ED 531 -2.187528
ED 532 -2.337043
ED 533 -2.071963
ED 534 -1.439173
ED 535 -2.615223
ED 536 -2.443468
ED 537 -1.394971
ED 538 -0.994209
ED 539 -1.814896
ED 540 -0.718934
ED 541 -2.316720
ED 542 -1.901579
ED 543 0.415806
ED 544 0.188578
ED 545 -2.006925
ED 546 -1.648180
ED 547 -1.526969
ED 548 -1.490077
ED 549 -0.962031
ED 550 0.340184
ED 551 -0.069128
ED 552 -1.478323
ED 553 -1.307109
ED 554 -0.145477
ED 555 -0.416418
ED 556 -1.969739
ED 557 -0.437572
ED 558 -1.778321
ED 559 -2.179578
ED 560 1.026410
ED 561 0.679309
ED 562 -0.956283
ED 563 0.399129
ED 564 -2.223234
ED 565 -0.217144
ED 566 -0.157461
ED 567 0.010542
ED 568 -3.296237
ED 569 -1.842871
ED 570 0.297260
ED 571 0.932497
ED 572 -0.983855
ED 573 -0.662469
ED 574 -2.222645
ED 575 -1.945840
ED 576 -0.407896
ED 577 -0.995204
ED 578 0.600422
ED 579 1.089506
ED 580 -1.042974
ED 581 1.674455
ED 582 0.329589
ED 583 0.862371
ED 584 -0.034420
ED 585 0.492014
ED 586 0.469901
ED 587 2.256779
ED 588 0.460743
ED 589 -0.155584
ED 590 0.927899
ED 591 -0.999772
ED 592 -0.260322
ED 593 -1.494404
ED 594 1.756453
ED 595 0.508236
ED 596 -0.461349
ED 597 -0.578446
ED 598 -2.139205
ED 599 -0.682216
ED 600 -0.671951
ED 601 -1.514617
ED 602 -0.976952
ED 603 0.887331
ED 604 1.036087
ED 605 -1.465727
ED 606 -0.372054
ED 607 -1.179904
ED 608 -1.474184
ED 609 -1.282707
ED 610 -1.156044
ED 611 -2.667348
ED 612 -0.172133
ED 613 -2.589013
ED 614 -1.690751
ED 615 0.136561
ED 616 -0.018880
ED 617 -1.613289
ED 618 -2.018359
ED 619 -0.822661
ED 620 -0.229354
ED 621 -0.049592
ED 622 0.196545
ED 623 -1.217256
ED 624 -0.030407
ED 625 -0.412034
ED 626 -1.944702
ED 627 -0.411669
ED 628 -0.916441
ED 629 1.060012
ED 630 0.344310
ED 631 -1.888958
ED 632 -1.806566
ED 633 0.051097
ED 634 0.139959
ED 635 1.029085
ED 636 0.902490
ED 637 0.245095
ED 638 1.283926
ED 639 1.442949
ED 640 1.923581
ED 641 0.454310
ED 642 1.130533
ED 643 -0.030315
ED 644 1.077639
ED 645 0.947995
ED 646 -0.677759
ED 647 0.163141
ED 648 -0.590403
ED 649 1.104564
ED 650 0.980030
ED 651 -0.538141
ED 652 0.582837
ED 653 0.522892
ED 654 -1.649644
ED 655 -0.067892
ED 656 -2.219350
ED 657 0.536242
ED 658 0.301889
ED 659 0.564187
ED 660 1.936346
ED 661 1.473369
ED 662 0.525678
ED 663 2.202694
ED 664 1.601136
ED 665 1.200574
ED 666 -0.918826
ED 667 -3.679823
ED 668 -0.382134
ED 669 0.180119
ED 670 -1.233304
ED 671 -1.276652
ED 672 0.885633
ED 673 0.474101
ED 674 0.227253
ED 675 0.452640
ED 676 -1.502159
ED 677 -1.909145
ED 678 -0.386762
ED 679 0.071420
ED 680 -1.480784
ED 681 -0.131201
ED 682 -0.531835
ED 683 -1.831805
ED 684 0.776801
ED 685 -1.067871
ED 686 0.292115
ED 687 -1.653990
ED 688 0.119607
ED 689 1.287188
ED 690 0.795638
ED 691 -1.593991
ED 692 -0.227435
ED 693 -2.474502
ED 694 -1.808052
ED 695 0.530887
ED 696 -0.696774
ED 697 -2.075184
ED 698 -0.002655
ED 699 -1.668100
ED 700 1.826462
ED 701 -4.968771
ED 702 -1.136857
ED 703 -1.856257
ED 704 -2.512906
ED 705 0.502709
ED 706 -1.011717
ED 707 -3.299336
ED 708 -4.685307
ED 709 2.214946
ED 710 -0.578886
ED 711 -1.229091
ED 712 0.592065
ED 713 -0.711539
ED 714 -2.330015
ED 715 2.299682
ED 716 0.088009
ED 717 0.519946
ED 718 0.504793
ED 719 -0.203301
ED 720 0.417200
ED 721 1.395245
ED 722 1.863628
ED 723 0.242430
ED 724 0.610432
ED 725 0.335445
ED 726 -1.378967
ED 727 0.754637
ED 728 -1.222661
ED 729 0.623755
ED 730 1.657271
ED 731 1.261742
ED 732 -2.154597
ED 733 1.128789
ED 734 -0.625506
ED 735 0.248203
ED 736 -0.230813
ED 737 -2.302308
ED 738 -1.207286
ED 739 -3.160473
ED 740 -2.141138
ED 741 -0.173124
ED 742 -0.651895
ED 743 0.430723
ED 744 -0.018841
ED 745 -0.088918
ED 746 -1.111710
ED 747 0.908083
ED 748 -0.219381
ED 749 -0.479123
ED 750 0.360741
ED 751 -0.373654
ED 752 -0.259312
ED 753 1.054370
ED 754 1.053760
ED 755 0.061573
ED 756 0.385755
ED 757 -1.010745
ED 758 -0.040789
ED 759 2.099035
ED 760 -0.373163
ED 761 1.164242
ED 762 -0.213937
ED 763 -1.037477
ED 764 -1.520130
ED 765 2.136096
ED 766 -0.239146
ED 767 -1.690027
ED 768 -1.761091
ED 769 0.564007
ED 770 1.041736
ED 771 2.203124
ED 772 -0.047131
ED 773 -0.325367
ED 774 -1.767665
ED 775 -0.437186
ED 776 -0.871936
ED 777 -1.785543
ED 778 -2.648830
ED 779 -0.681088
ED 780 0.618659
ED 781 0.709687
ED 782 1.547881
ED 783 -0.089025
ED 784 -2.243943
ED 785 0.313518
ED 786 -1.731130
ED 787 0.033740
ED 788 2.193751
ED 789 1.534038
ED 790 0.554880
ED 791 2.561313
ED 792 0.011338
ED 793 -2.463558
ED 794 -0.106898
ED 795 -1.030454
ED 796 1.123458
ED 797 -1.603741
ED 798 -1.974372
ED 799 0.653660
ED 800 0.465314
ED 801 -1.052486
ED 802 0.399941
ED 803 -0.612862
ED 804 -0.961949
ED 805 -0.202958
ED 806 -1.936507
ED 807 -0.321925
ED 808 -0.300657
ED 809 -0.698740
ED 810 -1.196872
ED 811 0.081836
ED 812 -0.293001
ED 813 -1.115240
ED 814 -0.486796
ED 815 -0.405257
ED 816 1.480724
ED 817 -0.614071
ED 818 0.344791
ED 819 -0.294031
ED 820 -4.027802
ED 821 0.844813
ED 822 1.110287
ED 823 0.277628
ED 824 0.298301
ED 825 0.086930
ED 826 -1.286476
ED 827 2.564719
ED 828 -1.119268
ED 829 1.823667
ED 830 0.606291
ED 831 -0.677820
ED 832 0.437994
ED 833 -0.279938
ED 834 1.314961
ED 835 1.207668
ED 836 1.230380
ED 837 -1.416766
ED 838 0.725973
ED 839 0.764614
ED 840 0.976791
ED 841 0.986277
ED 842 -0.213093
ED 843 -0.209788
ED 844 0.021744
ED 845 1.080767
ED 846 0.204996
ED 847 1.145347
ED 848 0.368153
ED 849 0.352395
ED 850 0.257169
ED 851 0.056153
ED 852 -1.088495
ED 853 0.827893
ED 854 -0.179286
ED 855 0.589071
ED 856 -2.723185
ED 857 0.936719
ED 858 -1.177455
ED 859 0.938800
ED 860 0.030800
ED 861 -0.883102
ED 862 -0.999687
ED 863 1.577435
ED 864 1.499432
ED 865 -0.053253
ED 866 -0.931707
ED 867 0.225357
ED 868 -1.641470
ED 869 -0.296402
ED 870 -0.263198
ED 871 -0.095746
ED 872 -1.697876
ED 873 0.264216
ED 874 -1.167552
ED 875 0.121032
ED 876 -1.974976
ED 877 0.081504
ED 878 -0.792686
ED 879 -1.822074
ED 880 0.384972
ED 881 -0.808314
ED 882 1.825191
ED 883 0.994644
ED 884 -0.250133
ED 885 -0.299902
ED 886 0.079679
ED 887 0.738055
ED 888 0.355620
ED 889 1.641319
ED 890 0.462956
ED 891 0.244017
ED 892 2.308463
ED 893 -0.037869
ED 894 -0.049818
ED 895 -0.410609
ED 896 0.818942
ED 897 -0.326640
ED 898 0.696761
ED 899 0.993401
ED 900 2.736025
ED 901 0.688333
ED 902 1.130887
ED 903 2.589731
ED 904 1.756684
ED 905 1.178242
ED 906 1.502046
ED 907 2.061985
ED 908 1.678974
ED 909 0.288253
ED 910 0.112574
ED 911 0.589000
ED 912 0.236028
ED 913 0.558674
ED 914 0.175368
ED 915 1.528854
ED 916 0.163548
ED 917 1.661013
ED 918 0.735719
ED 919 -0.908208
ED 920 1.460117
ED 921 0.900831
ED 922 2.813310
ED 923 -0.091850
ED 924 1.614474
ED 925 1.156802
ED 926 0.475266
ED 927 0.903726
ED 928 1.157773
ED 929 0.383294
ED 930 -0.629451
ED 931 0.078260
ED 932 1.529902
ED 933 0.233504
ED 934 0.839471
ED 935 -2.021070
ED 936 2.068056
ED 937 0.538288
ED 938 -0.562232
ED 939 -1.902285
ED 940 0.336613
ED 941 2.029714
ED 942 1.616981
ED 943 1.132907
ED 944 1.293854
ED 945 1.824032
ED 946 1.715124
ED 947 1.051077
ED 948 0.785070
ED 949 2.815324
ED 950 1.020087
ED 951 1.196005
ED 952 0.760853
ED 953 3.040141
ED 954 0.693823
ED 955 -1.181560
ED 956 -0.270492
ED 957 1.664682
ED 958 -1.515979
ED 959 1.834046
ED 960 1.082388
ED 961 0.444583
ED 962 0.172700
ED 963 -1.280238
ED 964 -0.149211
ED 965 -1.529655
ED 966 -0.483497
ED 967 1.784935
ED 968 0.655572
ED 969 -0.061524
ED 970 0.253809
ED 971 1.452470
ED 972 -0.187233
ED 973 0.279453
ED 974 -2.221262
ED 975 -0.706828
ED 976 0.024826
ED 977 0.250203
ED 978 0.139727
ED 979 1.089905
ED 980 1.640067
ED 981 1.420459
ED 982 0.917545
ED 983 -0.031734
ED 984 0.164770
ED 985 -0.140954
ED 986 -0.649598
ED 987 -0.229108
ED 988 0.330660
ED 989 0.403097
ED 990 -0.874827
ED 991 -0.475948
ED 992 -0.270471
ED 993 -1.294769
ED 994 0.888568
ED 995 0.107202
ED 996 0.818447
ED 997 -2.350881
ED 998 -0.973463
ED 999 -1.971327
ED 1000 -1.772810
ED 1001 -0.162140
ED 1002 1.584136
ED 1003 2.771615
ED 1004 3.029423
ED 1005 0.255265
ED 1006 3.020500
ED 1007 -1.951166
ED 1008 0.044566
ED 1009 -0.581666
ED 1010 1.791397
ED 1011 -1.124089
ED 1012 -0.472822
ED 1013 -1.131242
ED 1014 0.391038
ED 1015 0.074271
ED 1016 -0.005646
ED 1017 0.282937
ED 1018 0.425316
ED 1019 -0.634410
ED 1020 -0.641234
ED 1021 0.769578
ED 1023 0.975191
ED 1024 -0.899856
ED 1025 1.148496
ED 1026 0.104057
ED 1027 -1.671109
ED 1028 0.441189
ED 1029 -0.928177
ED 1030 1.190882
ED 1031 -0.943000
ED 1032 0.205501
ED 1033 0.217573
ED 1034 1.260721
ED 1035 0.960524
ED 1036 -0.532823
ED 1037 -1.319571
ED 1038 -1.227029
ED 1039 -0.277086
ED 1040 1.416048
ED 1041 -0.421816
ED 1042 1.397889
ED 1043 0.839449
ED 1044 1.069189
ED 1045 1.850790
ED 1046 1.102614
ED 1047 -0.161070
ED 1048 0.725102
ED 1049 1.006316
ED 1050 0.327603
ED 1051 1.193177
ED 1052 0.250022
ED 1053 0.550563
ED 1054 0.850895
ED 1055 -0.847878
ED 1056 -0.715349
ED 1057 0.006201
ED 1058 -0.121130
ED 1059 -2.665055
ED 1060 1.611680
ED 1061 1.393213
ED 1062 3.239976
ED 1063 -0.519481
ED 1064 -0.127874
ED 1065 0.793042
ED 1066 0.930699
ED 1067 -0.199101
ED 1068 0.607648
ED 1069 0.331716
ED 1070 2.079344
ED 1071 1.037697
ED 1072 1.115218
ED 1073 0.808212
ED 1074 -0.519616
ED 1075 0.040404
ED 1076 -0.734877
ED 1077 0.428231
ED 1078 1.466970
ED 1079 3.329687
ED 1080 -0.002554
ED 1081 2.039247
ED 1082 -0.927539
ED 1083 1.658675
ED 1084 1.258205
ED 1085 0.438984
ED 1086 0.722223
ED 1087 0.478193
ED 1088 0.964904
ED 1089 -1.054039
ED 1090 0.667971
ED 1091 -1.154453
ED 1092 0.495090
ED 1093 -2.715456
ED 1094 1.198681
ED 1095 -0.040114
ED 1096 0.249102
ED 1097 -0.718719
ED 1098 0.432043
ED 1099 4.074334
ED 1100 -1.595916
ED 1101 -0.737513
ED 1102 -0.474499
ED 1103 0.571089
ED 1104 -0.605015
ED 1105 -1.173752
ED 1106 1.336597
ED 1107 -1.550879
ED 1108 -0.955076
ED 1109 -1.388232
ED 1110 0.878492
ED 1111 1.326730
ED 1112 0.153651
ED 1113 -0.029511
ED 1114 -0.448696
ED 1115 0.704540
ED 1116 3.242580
ED 1117 1.325838
ED 1118 -0.687149
ED 1119 0.418149
ED 1120 -0.746730
ED 1121 -0.325971
ED 1122 -0.590831
ED 1123 -1.790186
ED 1124 -0.129941
ED 1125 1.062008
ED 1126 -0.394633
ED 1127 -1.914109
ED 1128 -0.475708
ED 1129 -1.025213
ED 1130 0.908833
ED 1131 0.288427
ED 1132 -3.131035
ED 1133 -1.553866
ED 1134 -0.471835
ED 1135 -0.513152
ED 1136 0.889672
ED 1137 1.820312
ED 1138 -0.005696
ED 1139 -0.816731
ED 1140 0.096829
ED 1141 0.784680
ED 1142 -0.297813
ED 1143 0.897752
ED 1144 1.140343
ED 1145 1.136168
ED 1146 0.349685
ED 1147 3.137517
ED 1148 1.282272
ED 1149 0.779939
ED 1150 1.768712
ED 1151 -0.008387
ED 1152 -0.859474
ED 1153 -0.925830
ED 1154 -0.714688
ED 1155 -1.125129
ED 1156 -0.131220
ED 1157 -0.148468
ED 1158 -2.262429
ED 1159 0.101171
ED 1160 -0.096709
ED 1161 0.956887
ED 1162 0.051060
ED 1163 -0.988952
ED 1164 -0.127782
ED 1165 -0.796242
ED 1166 0.718303
ED 1167 -0.076390
ED 1168 1.359109
ED 1169 -0.442649
ED 1170 0.423371
ED 1171 1.222381
ED 1172 1.767597
ED 1173 0.214632
ED 1174 1.774310
ED 1175 -0.072674
ED 1176 -0.266793
ED 1177 0.895141
ED 1178 1.252967
ED 1179 1.005695
ED 1180 1.778809
ED 1181 1.315333
ED 1182 1.941871
ED 1183 0.352210
ED 1184 1.171164
ED 1185 -0.237850
ED 1186 0.299291
ED 1187 1.441751
ED 1188 -0.611754
ED 1189 2.108951
ED 1190 0.489436
ED 1191 0.328560
ED 1192 -0.271614
ED 1193 0.216999
ED 1194 -0.607516
ED 1195 1.199132
ED 1196 0.084123
ED 1197 1.068384
ED 1198 0.805943
ED 1199 0.024832
ED 1200 1.004493
ED 1201 0.025245
ED 1202 -0.905148
ED 1203 0.483678
ED 1204 1.502841
ED 1205 1.683641
ED 1206 0.540464
ED 1207 1.873158
ED 1208 -0.246476
ED 1209 -0.086211
ED 1210 -1.364208
ED 1211 -0.741005
ED 1212 0.995955
ED 1213 1.059137
ED 1214 -1.325628
ED 1215 0.501422
ED 1216 0.061600
ED 1217 -0.997485
ED 1218 0.025351
ED 1219 0.715068
ED 1220 0.330551
ED 1221 1.872514
ED 1222 1.787659
ED 1223 -0.620537
ED 1224 0.405260
ED 1225 0.132475
ED 1226 1.018355
ED 1227 1.149367
ED 1228 1.407814
ED 1229 0.408510
ED 1230 -0.512918
ED 1231 -0.266607
ED 1232 1.114728
ED 1233 -0.733414
ED 1234 -1.041511
ED 1235 -0.568168
ED 1236 0.908438
ED 1237 0.096823
ED 1238 0.021662
ED 1239 0.364698
ED 1240 -1.335868
ED 1241 1.102595
ED 1242 0.434709
ED 1243 1.471254
ED 1244 1.145131
ED 1245 0.757902
ED 1246 0.003468
ED 1247 1.701220
ED 1248 -1.210089
ED 1249 -0.808611
ED 1250 0.058016
ED 1251 0.720067
ED 1252 -0.582477
ED 1253 2.755562
ED 1254 2.970555
ED 1255 1.690790
ED 1256 2.017591
ED 1257 -1.320693
ED 1258 0.376255
ED 1259 -0.566417
ED 1260 1.554426
ED 1261 -1.820632
ED 1262 1.222509
ED 1263 -0.877577
ED 1264 1.362602
ED 1265 0.453059
ED 1266 0.730739
ED 1267 1.243701
ED 1268 1.289624
ED 1269 -0.306477
ED 1270 1.417269
ED 1271 -0.386580
ED 1272 1.667783
ED 1273 0.274905
ED 1274 1.706860
ED 1275 -0.105067
ED 1276 0.523864
ED 1277 2.545523
ED 1278 -0.512278
ED 1279 -0.414198
ED 1280 -0.078437
ED 1281 1.456746
ED 1282 -0.147665
ED 1283 0.544100
ED 1284 1.532332
ED 1285 -0.018268
ED 1286 2.194165
ED 1287 0.368469
ED 1288 2.095486
ED 1289 0.808248
ED 1290 0.135800
ED 1291 1.712514
ED 1292 0.611398
ED 1293 2.890196
ED 1294 -0.628668
ED 1295 1.614118
ED 1296 -0.939625
